"rank_range"	"range"	"rank_ci_95"	"ci_95"	"rank_iqr"	"iqr"	"rank_best_95"	"best_95"
"yffS"	7.900580000000001	"hyfD"	2.232768323704523	"yehA"	1.3948375000000004	"raiA"	4.331070999999998
"glmS"	7.900580000000001	"aceE"	2.232947698897145	"fadL"	1.3953049999999987	"pbl"	4.33417
"rpmD"	7.90575	"gmr"	2.2331949721082727	"otsA"	1.3954725000000003	"yjcB"	4.3353847499999985
"moaD"	7.90596	"frdA"	2.2334089287937275	"tsgA"	1.3955575000000007	"yddJ"	4.33686375
"aldB"	7.907819999999999	"yeiM"	2.233557777918728	"ydbA_1"	1.395692500000001	"yejG"	4.337119750000001
"ydeS"	7.909059999999999	"yncE"	2.2343191876915824	"yadL"	1.3980299999999994	"rplA"	4.338178249999999
"feoC"	7.910120000000001	"cspC"	2.2344389745474413	"frdC"	1.3981175000000015	"cysU"	4.338559249999999
"emrE"	7.911430000000001	"bhsA"	2.2350182879504357	"uspG"	1.3984750000000012	"potF"	4.338860499999998
"emrB"	7.91397	"nikA"	2.2372446639074406	"chaB"	1.3999774999999985	"fhuF"	4.339648249999998
"malE"	7.916709999999999	"ycjN"	2.237301867932539	"pliG"	1.4006000000000025	"lsrB"	4.340956499999993
"rutF"	7.91675	"ytfK"	2.2384230164953727	"yqjC"	1.4009	"cyoD"	4.34239975
"yjaA"	7.91797	"can"	2.2394465310810836	"insC-1"	1.4012000000000011	"rplI"	4.34309925
"yhjA"	7.92227	"ycdF"	2.2401568740001387	"sgrR"	1.4012724999999993	"hsdR"	4.3451675000000005
"hsdS"	7.925320000000001	"b0501"	2.2405868520789842	"garP"	1.4017874999999993	"ygeN"	4.34573
"secF"	7.9253800000000005	"yiaM"	2.241563452493873	"argO"	1.4022074999999994	"gldA"	4.346338999999999
"lsrB"	7.926189999999999	"iraD"	2.2440014316395414	"rpmH"	1.4023000000000003	"mtr"	4.347542499999999
"yodC"	7.926919999999999	"rnlB"	2.244417716124552	"ymfN"	1.4032900000000001	"yiaM"	4.347781249999998
"sgcX"	7.92991	"bioD"	2.2455781121717093	"glxK"	1.4051800000000005	"rutD"	4.352955749999995
"ilvC"	7.9322799999999996	"menH"	2.2457757884382445	"adhE"	1.40705	"ynjI"	4.3540877500000015
"znuA"	7.935810000000001	"tsx"	2.245980879806112	"ulaC"	1.4071175000000018	"dusB"	4.354973999999999
"tauC"	7.935810000000001	"ampC"	2.246818052539008	"mglA"	1.4073700000000002	"edd"	4.355298749999997
"dapD"	7.936179999999999	"garK"	2.2473297907573135	"ycfZ"	1.4081000000000001	"ydaM"	4.35535
"psiF"	7.93696	"cspE"	2.2476923312491093	"melR"	1.4092525	"narG"	4.355609749999999
"kbl"	7.93999	"murE"	2.2503139665954066	"cbl"	1.410779999999999	"ybbC"	4.356484750000001
"hscA"	7.9412400000000005	"yehB"	2.251412004202881	"leuC"	1.4110750000000003	"b0725"	4.357119999999998
"araD"	7.942290000000001	"ymgA"	2.2527135100649804	"ygiA"	1.4113450000000007	"ygbE"	4.35737575
"yjhB"	7.944659999999999	"yeaQ"	2.2530762558009942	"spr"	1.4125999999999994	"accD"	4.36096625
"yfjW"	7.94703	"bglB"	2.253405230458542	"astE"	1.41308	"ykiA"	4.3612600000000015
"sbcC"	7.948549999999999	"fliY"	2.254259639816604	"fliH"	1.4131324999999997	"yedV"	4.362487499999998
"glpB"	7.952000000000001	"hisD"	2.2548082689306597	"sodA"	1.4137000000000004	"yiaL"	4.363584499999996
"ogrK"	7.95497	"cbrB"	2.2551483917909114	"mdtF"	1.4144299999999994	"rplX"	4.364072499999999
"ilvE"	7.955830000000001	"nrdH"	2.255222983582764	"lsrG"	1.417185	"rbsC"	4.3647165
"ybcK"	7.95613	"nlpA"	2.2554925589017585	"ybeT"	1.4183875000000015	"frwB"	4.365254999999998
"ydhK"	7.956779999999999	"thiQ"	2.2560482705056786	"cydB"	1.4190000000000005	"hyfD"	4.365436999999996
"sdhB"	7.96175	"mglA"	2.2562529985926574	"flhC"	1.4193700000000007	"rbsA"	4.36675625
"ynjD"	7.96393	"cynR"	2.256496093610195	"proX"	1.419382500000001	"upp"	4.367998
"bolA"	7.9642800000000005	"cyoC"	2.2572409805191556	"atpC"	1.4193999999999996	"livK"	4.368441999999999
"yafS"	7.96861	"pliG"	2.257627206788483	"cheZ"	1.419550000000001	"pspA"	4.369100249999997
"secY"	7.96908	"fhuF"	2.2577250258944948	"eco"	1.4195949999999993	"tdh"	4.370048249999997
"rpsA"	7.96908	"rplX"	2.2593054632707776	"fliY"	1.4229700000000012	"yicG"	4.3729032499999985
"cas2"	7.970700000000001	"atpA"	2.259416537470914	"ybjX"	1.4230275	"prpD"	4.374542499999998
"b1364"	7.97349	"ptsA"	2.2613223652625085	"tdcD"	1.4230750000000025	"kdgK"	4.376074999999992
"pliG"	7.9735	"ydiZ"	2.2621474604288507	"yaiT"	1.4235824999999993	"mnmE"	4.378069249999997
"xylF"	7.973840000000001	"mtr"	2.2644727969325684	"ilvG_1"	1.4247174999999999	"hyfJ"	4.380653499999998
"ykgE"	7.975429999999999	"yjhI"	2.265575533030774	"moeA"	1.4248224999999994	"setC"	4.380739999999998
"ynfN"	7.97691	"fepA"	2.2667653884633943	"grxB"	1.4270250000000004	"frdA"	4.380966249999995
"cspA"	7.980009999999999	"yjhB"	2.2687341193713837	"yihX"	1.427249999999999	"mgtA"	4.381759999999998
"yfjK"	7.982829999999999	"melB"	2.269563591411501	"oppD"	1.4281300000000012	"yjiR"	4.381829999999998
"mutL"	7.98498	"ynaA"	2.2711269965796954	"ybbV"	1.4284225	"tatE"	4.38538275
"cyaA"	7.987309999999999	"carA"	2.272099414376225	"cydA"	1.4287500000000009	"pliG"	4.3897897499999985
"yffM"	7.98884	"yhdJ"	2.276373388191268	"sgcR"	1.4298100000000007	"yedZ"	4.393357499999999
"rfaL"	7.99199	"atpB"	2.2766091465551592	"alaA"	1.430462499999999	"yagG"	4.40001375
"ymfN"	7.9920800000000005	"ffs"	2.277606070441534	"ppsA"	1.4307174999999983	"evgA"	4.401078749999999
"yfcG"	7.9920800000000005	"yabP"	2.2785304394789487	"argS"	1.4314475000000009	"rfbD"	4.40142825
"nagZ"	7.996980000000001	"clpB"	2.279063393121103	"pbl"	1.4324975000000002	"amtB"	4.40225
"tsr"	7.9986299999999995	"rpsR"	2.279816506636903	"rpsQ"	1.432500000000001	"yhfZ"	4.4025682499999945
"paaA"	7.9996599999999995	"b3004"	2.2822092205903255	"wzzB"	1.434072500000001	"yfjW"	4.40344475
"mrr"	8.00165	"cheR"	2.283134266787768	"yiaT"	1.4345500000000007	"ybdR"	4.40455
"tfaE"	8.001999999999999	"atpG"	2.283310251553635	"ycfH"	1.434619999999999	"cadA"	4.404847499999991
"aspA"	8.005289999999999	"paoB"	2.283377268708836	"guaB"	1.4352575000000005	"tabA"	4.405215499999996
"glmU"	8.01113	"fimE"	2.283805450512316	"glpC"	1.4353475000000024	"ompL"	4.405464249999999
"yhcM"	8.01234	"ddpX"	2.284435781253903	"guaA"	1.4353525000000005	"nrdB"	4.406085749999999
"ybdO"	8.01659	"mdtD"	2.2859965101393307	"cmtB"	1.4356400000000002	"lptE"	4.409689999999999
"araG"	8.018070000000002	"ygiA"	2.2864625689119995	"maeB"	1.4357774999999986	"fecA"	4.411739999999996
"paaC"	8.01859	"b1437"	2.287705376573041	"yohC"	1.4385325000000009	"glcG"	4.412803
"yffL"	8.02038	"yffR"	2.2885409734208677	"yccS"	1.4391399999999992	"ynhG"	4.41292925
"bax"	8.02453	"hsdR"	2.2898475750116867	"glmU"	1.4396749999999994	"cusA"	4.4144655
"tdcB"	8.02482	"ilvG_1"	2.28986688491351	"accC"	1.4411074999999993	"ansB"	4.416350999999995
"fliS"	8.02578	"nrfC"	2.2932807729737026	"fliT"	1.44257	"ynfF"	4.420658499999998
"mdtI"	8.02716	"b2651"	2.2934569475415305	"rpsI"	1.4434500000000003	"mtlD"	4.421221249999999
"argC"	8.029430000000001	"ydeT"	2.2934759448067488	"yebS"	1.4442074999999992	"yfdG"	4.4233525
"rpsD"	8.03265	"moeA"	2.294534369744417	"ybgO"	1.4449200000000006	"aceF"	4.4237705
"ynfH"	8.03369	"yhjV"	2.2963967223288244	"udp"	1.4458249999999992	"yjhE"	4.42468025
"rhsB"	8.03369	"frwB"	2.296854867530796	"dkgA"	1.4463350000000013	"arsB"	4.425769249999998
"ybdJ"	8.03442	"iraP"	2.297180566231213	"ydeR"	1.447542499999999	"hyaC"	4.431958999999997
"fbaB"	8.03811	"ansB"	2.297490887606009	"hypB"	1.4479100000000003	"fruA"	4.433584750000001
"cbrB"	8.03811	"nrdB"	2.2975197785664694	"mqsR"	1.4482975000000007	"dcuC"	4.4336495
"proW"	8.04026	"flhC"	2.2987472238092033	"yagG"	1.4498100000000003	"fimF"	4.433698999999999
"acrE"	8.041350000000001	"fimF"	2.300821241438746	"fumA"	1.4501425000000019	"cspF"	4.435015999999997
"yfdV"	8.04424	"trpE"	2.3014358673289514	"nuoL"	1.4503400000000006	"livF"	4.437340499999999
"rhaD"	8.044559999999999	"prmB"	2.3015268889123224	"yghE"	1.450425	"waaY"	4.438355
"tsx"	8.04482	"sucA"	2.3024896775775416	"bdm"	1.4505975000000007	"garK"	4.438708249999996
"nuoF"	8.04534	"citX"	2.3028977505464168	"betB"	1.4514424999999989	"iadA"	4.439007500000001
"pspD"	8.046230000000001	"yjdK"	2.3029587776833855	"nuoF"	1.4518249999999995	"nrfC"	4.440852499999997
"entD"	8.05052	"poxB"	2.3030245809275627	"pntA"	1.4526949999999985	"yedP"	4.44412475
"hdeA"	8.05095	"yahM"	2.3040380134484835	"topA"	1.4571900000000007	"glpA"	4.4441655
"frdB"	8.05125	"ycgZ"	2.3056483230210465	"mocA"	1.4599424999999986	"yeaH"	4.44428
"ydeT"	8.054170000000001	"astB"	2.3074344353497183	"ymfJ"	1.4601825000000002	"cysN"	4.445432749999999
"intF"	8.05536	"yfcA"	2.3074415209566794	"otsB"	1.4602074999999992	"ykgL"	4.44692825
"phnF"	8.05536	"yjbG"	2.3086141672247282	"solA"	1.4607299999999999	"ymfR"	4.447437249999998
"mppA"	8.05938	"cobC"	2.3086948953675734	"cadA"	1.46101	"ygaU"	4.448280499999996
"hscC"	8.05974	"narU"	2.3096256115457336	"uspB"	1.4613375000000008	"csgF"	4.452093999999995
"fryA"	8.05978	"yqgB"	2.310234314427658	"xylF"	1.4617074999999993	"secY"	4.453646000000001
"yabP"	8.06701	"cyoA"	2.3112774547873256	"ynaA"	1.462395	"yhiM"	4.454040999999998
"melA"	8.06933	"fecA"	2.312410160060883	"yadC"	1.4637525	"prpE"	4.45616
"fabR"	8.069870000000002	"asnC"	2.312843426020264	"yhjE"	1.463910000000002	"ampC"	4.45844675
"flhE"	8.071159999999999	"rpsO"	2.3133156356632427	"accB"	1.464224999999999	"bhsA"	4.463951499999993
"safA"	8.071159999999999	"ycdZ"	2.3136314906522593	"higB"	1.46448	"hisI"	4.4653555
"ymdA"	8.07215	"b1367"	2.3151993034308127	"tsr"	1.4646299999999997	"ybdM"	4.467458500000001
"ybdN"	8.07309	"ssrS"	2.315287128855451	"ydjG"	1.4674600000000009	"ydaN"	4.467491
"ymfD"	8.07516	"hycA"	2.3154355468057615	"oppF"	1.4687025000000027	"kptA"	4.4726375
"ygaY"	8.075709999999999	"iadA"	2.315520904733076	"bioB"	1.4698200000000003	"yjgX_2"	4.4737884999999995
"fliY"	8.07583	"mdtG"	2.3168316651495475	"ynaJ"	1.4705600000000008	"bsmA"	4.4757485
"ybiB"	8.076179999999999	"ygbE"	2.318143861992403	"manY"	1.4705750000000002	"fis"	4.475838250000001
"ybdG"	8.07977	"yfdG"	2.3186641783326145	"hyfD"	1.4709474999999994	"ilvM"	4.477528249999996
"pheP"	8.08168	"intF"	2.3191209525593637	"rpsR"	1.4709500000000002	"rplF"	4.481077499999998
"yaiW"	8.0823	"argF"	2.3209197435898914	"ydfT"	1.4713624999999988	"uspB"	4.482055999999997
"sufE"	8.08429	"rpsT"	2.3213977810349413	"eptA"	1.4746599999999983	"ymfP"	4.485530749999995
"flgK"	8.0847	"nac"	2.3214130253555316	"yadK"	1.4758574999999992	"cysK"	4.4863932499999954
"appC"	8.08575	"yfeS"	2.3221363329268514	"mgtA"	1.4772825000000012	"yhfL"	4.487822499999998
"hmp"	8.08708	"fimD"	2.3228911299860315	"groS"	1.479000000000001	"hyaE"	4.487892749999993
"glpQ"	8.09627	"rplF"	2.323924635930358	"ycaO"	1.4804075	"cpsG"	4.4891599999999965
"cheB"	8.09647	"glnK"	2.324239424901466	"rpsF"	1.4804750000000002	"nanM"	4.492604999999999
"exbB"	8.096609999999998	"accD"	2.3244335259269966	"gatR_1"	1.4807549999999985	"adiY"	4.492806499999999
"fimB"	8.09778	"bdm"	2.324749587750725	"yjiY"	1.4827874999999997	"ybeQ"	4.49293
"dam"	8.098120000000002	"uspB"	2.325351287823382	"yfjU"	1.4834274999999995	"hisB"	4.497640749999998
"ygcO"	8.09906	"bolA"	2.3269495166190235	"srlE"	1.4847799999999989	"ykfB"	4.499670999999999
"yeaV"	8.10051	"ydaS"	2.3279199862831166	"murD"	1.485127499999999	"ybaT"	4.502149249999997
"cadB"	8.102160000000001	"ispD"	2.328145509451928	"b0105"	1.4867249999999999	"glpD"	4.503093999999999
"yqaE"	8.10223	"arnA"	2.3284524707395557	"arpA"	1.4874299999999998	"bioF"	4.50442775
"yjcB"	8.10568	"yjgG"	2.3298855742313758	"yncE"	1.487755	"yncE"	4.504441749999998
"yeeT"	8.105989999999998	"prpE"	2.331174407898004	"fucA"	1.4879600000000002	"flgH"	4.506734
"fliZ"	8.11314	"fnr"	2.3338921274465205	"yqeK"	1.4882299999999997	"ygaQ_3"	4.509998249999999
"srlR"	8.1219	"ygiZ"	2.334082086769491	"rpsJ"	1.4900000000000002	"glmU"	4.5109517499999985
"hyaB"	8.12257	"yicJ"	2.334371601034624	"sodC"	1.4904674999999994	"mglA"	4.5121702500000005
"csgC"	8.12743	"yciG"	2.3354724132682505	"aaeX"	1.49226	"yiaB"	4.515087249999999
"ydiF"	8.12876	"yhhA"	2.3393426422640826	"yibD"	1.492705	"ytfK"	4.516005999999998
"sdsQ"	8.13161	"ybeL"	2.3421295929355583	"racC"	1.4932100000000004	"dppA"	4.51834375
"ynbB"	8.13616	"rzpQ"	2.3429236450321627	"allB"	1.4943600000000004	"mdtD"	4.518402499999998
"yeaI"	8.13616	"fepE"	2.3431518295162257	"aceE"	1.4954999999999998	"malS"	4.518763749999999
"nanE"	8.136209999999998	"mipA"	2.34347917563601	"dctA"	1.4969275	"rtcA"	4.519097749999984
"nrdF"	8.137989999999999	"glmU"	2.3435272835914187	"glnH"	1.4980750000000018	"mltD"	4.519548999999998
"yaeF"	8.138670000000001	"sucC"	2.3440292590387393	"acrF"	1.4982275000000014	"djlB"	4.519669999999999
"yjbJ"	8.13915	"yjjN"	2.3447057972759042	"leuA"	1.4986900000000016	"ygiW"	4.520155999999998
"rutE"	8.14067	"yjiR"	2.3454509353997595	"wzxE"	1.4995175000000005	"hisD"	4.525223499999997
"garK"	8.14219	"ychS"	2.3457330113515464	"galE"	1.50014	"sdhA"	4.525361999999999
"ecpE"	8.14501	"yfaH"	2.3464527246464715	"yecR"	1.5007450000000002	"ydeT"	4.526342000000001
"ydaW"	8.146090000000001	"sodC"	2.3472571824583954	"stpA"	1.5024299999999986	"yffO"	4.52742725
"pykF"	8.14772	"nirD"	2.347298152061525	"flgM"	1.503870000000001	"tyrR"	4.52859
"fucA"	8.15113	"gldA"	2.3474275420364004	"sucD"	1.5058999999999987	"smpB"	4.5286634999999995
"oppA"	8.15195	"nrfB"	2.3477505910647665	"mokB"	1.5062324999999994	"hipB"	4.5302289999999985
"fadD"	8.15989	"lysU"	2.3484227536718785	"rspA"	1.5065799999999996	"yhjX"	4.532136999999997
"ogt"	8.16299	"phnE_2"	2.3494570430863577	"metE"	1.5070099999999993	"tfaX"	4.5322700000000005
"zapA"	8.164169999999999	"yjiJ"	2.3506740600861007	"mcrA"	1.5073925	"actP"	4.535831499999999
"ydhY"	8.164860000000001	"racC"	2.350820788262613	"ytfQ"	1.5080650000000002	"ybjP"	4.53700025
"aceA"	8.167300000000001	"yciF"	2.3514061249407336	"yahI"	1.5102700000000002	"ychS"	4.537018749999999
"maeB"	8.167589999999999	"lysC"	2.352248014964974	"gltI"	1.5109825000000008	"smg"	4.537354000000001
"srmB"	8.16881	"yddB"	2.3522638315536253	"intG"	1.5111750000000006	"argF"	4.538999999999994
"acrZ"	8.16893	"allE"	2.35262261800521	"waaB"	1.5114900000000002	"yeiM"	4.5393075
"trpD"	8.171209999999999	"yefM"	2.353015937363404	"acnB"	1.5114999999999998	"rutE"	4.541708500000001
"cspE"	8.171209999999999	"ycdU"	2.3555882945517608	"b0725"	1.5115999999999978	"motB"	4.542503749999999
"yadV"	8.17136	"ydcH"	2.35633603495089	"yafO"	1.514145	"nirB"	4.543955749999999
"ptsA"	8.17341	"betI"	2.3565603979197935	"yehB"	1.5146899999999999	"trpE"	4.546255999999993
"thiP"	8.176680000000001	"yahA"	2.3569514730558643	"mtfA"	1.5175849999999986	"alaT"	4.548077499999996
"yibA"	8.17999	"glvC"	2.359115680168348	"ynbB"	1.51818	"arpB_1"	4.5488775
"ykfB"	8.1801	"moeB"	2.3596812925796495	"yecT"	1.5185325	"fepA"	4.54967675
"metA"	8.18068	"prpC"	2.360210648445232	"agaB"	1.5201649999999995	"sucC"	4.551799249999993
"uvrA"	8.18367	"nuoF"	2.3602931065167163	"arnA"	1.521065000000001	"ybcL"	4.55198425
"rzpQ"	8.185179999999999	"ycaC"	2.362428239108552	"plaP"	1.5211799999999993	"ybfA"	4.552435749999994
"xanQ"	8.1862	"aaeX"	2.364348547895245	"ymgG"	1.5214750000000006	"csgE"	4.554159499999997
"kduI"	8.18696	"aceF"	2.364351083162616	"priB"	1.524775	"fabF"	4.5554049999999995
"cysQ"	8.187429999999999	"yaiV"	2.365137132764144	"nirD"	1.524985000000001	"yadK"	4.555421749999997
"argI"	8.1885	"ygaU"	2.3654004721708874	"flxA"	1.5259250000000009	"mipA"	4.5560469999999995
"ytfQ"	8.19081	"trpL"	2.3655712366321042	"yegR"	1.526019999999999	"stfE"	4.5602015
"yffR"	8.19081	"yedM"	2.366070622100839	"cysI"	1.5265850000000007	"panB"	4.562629999999999
"yobF"	8.19164	"fabA"	2.36610941023966	"hokD"	1.5267375000000003	"thiC"	4.56435525
"cpsB"	8.191980000000001	"sufB"	2.3667613262196237	"lfhA"	1.5278925	"elaB"	4.56489925
"yfjM"	8.19228	"csgD"	2.3667618699699875	"ydjF"	1.5288825000000017	"ilvG_1"	4.5663909999999746
"tpr"	8.196739999999998	"aspA"	2.366774087589753	"ivbL"	1.5315250000000002	"gspM"	4.5665635
"cspF"	8.198170000000001	"uspG"	2.3677705473742803	"fhuF"	1.5328475000000008	"ymcE"	4.569116000000002
"ymfL"	8.20044	"secY"	2.3690683710753606	"yghX_2"	1.5333725000000005	"yjbG"	4.569177249999997
"hemC"	8.2085	"yccE"	2.3696016740345116	"ykiA"	1.5338774999999991	"clpB"	4.5699964999999985
"yagI"	8.21056	"fbaB"	2.373057739164582	"aceF"	1.5338999999999992	"yhiD"	4.570175000000001
"fpr"	8.21097	"yehE"	2.374804834910226	"ycaM"	1.5341375000000008	"ydiL"	4.570182499999999
"insL-1"	8.21406	"malS"	2.375307186742304	"yehY"	1.5344449999999998	"yjiG"	4.570647000000001
"gspB"	8.21406	"dcuC"	2.3799382615964597	"cysC"	1.5347375000000003	"fliY"	4.57659175
"mcbA"	8.214109999999998	"yhjX"	2.381475275373801	"nanC"	1.5347950000000008	"iraP"	4.581496999999997
"ydcH"	8.218149999999998	"ydiN"	2.381838777735935	"b1367"	1.5366025000000008	"ybgD"	4.581812499999996
"leuC"	8.219940000000001	"cheB"	2.3819955149290695	"iraP"	1.5376850000000015	"rpsN"	4.5834765
"frwD"	8.22186	"rbsB"	2.3837629530841467	"pptA"	1.537885000000001	"rbsB"	4.584718999999998
"flxA"	8.22211	"yicG"	2.383776520557265	"panB"	1.5383599999999973	"yagM"	4.58664925
"rplN"	8.22565	"ybcL"	2.384024855976539	"frdA"	1.539159999999999	"ydeN"	4.588249999999999
"gspC"	8.228570000000001	"galF"	2.384041150240967	"fdoI"	1.5409400000000009	"glyA"	4.590303999999998
"ygfZ"	8.230699999999999	"rrrD"	2.384367887637179	"infA"	1.5428499999999996	"nrdH"	4.591590749999998
"fdoG"	8.23262	"frlA"	2.3877045099765093	"b1437"	1.5428600000000001	"iraD"	4.592039749999998
"gatY"	8.23342	"ynfF"	2.3885731189595494	"cysJ"	1.5429249999999985	"yciF"	4.596318749999994
"tolB"	8.23349	"yagF"	2.390889560887233	"lpxP"	1.543217499999999	"cspC"	4.597682750000001
"yahM"	8.238059999999999	"rhaB"	2.391208525246684	"rpsU"	1.5434999999999999	"sieB"	4.599142499999999
"yedS_2"	8.23844	"gabD"	2.3920082332805297	"csiE"	1.5451875000000008	"envC"	4.599231249999999
"yqeK"	8.24256	"yacL"	2.3921286346336834	"hscA"	1.5461075000000015	"ymfT"	4.599634249999995
"ygcG"	8.24433	"sdhA"	2.3934452631472367	"sufE"	1.546409999999998	"ymfS"	4.599854499999999
"yijF"	8.244679999999999	"raiA"	2.396803881957534	"yqeH"	1.5464950000000002	"csgC"	4.602417999999999
"yehE"	8.24563	"bglJ"	2.397608094106438	"yodB"	1.5477425000000018	"cstA"	4.603472999999996
"puuR"	8.24585	"uacT"	2.398310186866483	"yciF"	1.548684999999999	"alaE"	4.60756525
"waaI"	8.24685	"ygeO"	2.398512462079307	"prs"	1.5488625000000003	"mqsA"	4.608682499999996
"sdhC"	8.246879999999999	"yjjQ"	2.3987241514836013	"ppdB"	1.548895	"yffS"	4.6112215
"b0309"	8.247259999999999	"flgA"	2.399192257614685	"trpB"	1.55194	"ycdZ"	4.611632249999999
"phnD"	8.24727	"djlB"	2.4001514512585818	"yhbU"	1.5524324999999983	"b2651"	4.612491499999996
"citG"	8.249569999999999	"ybcH"	2.4034033977020233	"osmC"	1.5529300000000017	"rzpQ"	4.612902249999998
"gmm"	8.249590000000001	"betB"	2.4042691972433157	"tnaB"	1.5531774999999994	"cheA"	4.6131899999999995
"bamA"	8.25227	"srlB"	2.405165634510826	"rpmF"	1.554549999999999	"lipB"	4.614843749999999
"rusA"	8.25337	"hisB"	2.405236138582161	"pbpC"	1.555365000000001	"yjbI"	4.61589075
"smg"	8.25363	"cheY"	2.4071810629814716	"focA"	1.5566424999999988	"hchA"	4.6168482499999985
"hns"	8.25388	"ymfT"	2.407642763335597	"yhjX"	1.55729	"lysU"	4.617389249999998
"ynfK"	8.26048	"cpsG"	2.407887413855923	"flgN"	1.5585125000000009	"flgL"	4.618404499999999
"ybcW"	8.26233	"frdB"	2.4083832987504343	"b2596"	1.5607875000000009	"yahM"	4.618708499999998
"rimM"	8.26281	"trpB"	2.409095248793726	"cyoA"	1.561300000000001	"ydiP"	4.620392500000001
"yqiG"	8.26437	"ybeQ"	2.4103391961846503	"yfjJ"	1.56149	"crl"	4.620645
"yeeS"	8.264700000000001	"fruA"	2.422117075326205	"aslB"	1.5618600000000002	"csiE"	4.623195499999997
"yafQ"	8.26729	"nfrB"	2.4238449898741643	"yjbG"	1.5619499999999995	"lon"	4.6265652500000005
"eno"	8.26822	"gltB"	2.423867661976496	"gnd"	1.5631000000000004	"fliN"	4.630631499999999
"ybfA"	8.26867	"cysN"	2.423981617931225	"csiR"	1.5659100000000006	"rpsS"	4.6309249999999995
"spy"	8.26887	"adiY"	2.4245164562301307	"nadA"	1.5659699999999983	"fliM"	4.633124999999999
"yedZ"	8.27129	"glpB"	2.425561256952639	"trkG"	1.5665225000000005	"yjjN"	4.633460999999995
"phoE"	8.27221	"aldB"	2.429779219338227	"tar"	1.5668500000000005	"fabA"	4.6341795
"purR"	8.27556	"bsmA"	2.4315704987928792	"gspC"	1.5669500000000012	"treC"	4.637232499999999
"nikC"	8.2759	"ydfZ"	2.4323814997023443	"idnT"	1.56719	"arnA"	4.63763625
"rcsB"	8.27607	"csiE"	2.4325890630319376	"gspM"	1.5672125000000001	"fadD"	4.638658999999998
"hyfD"	8.276869999999999	"mltD"	2.4344409238373963	"aroP"	1.5678800000000006	"paoB"	4.6399300000000006
"ydhZ"	8.28408	"relE"	2.4358184337956823	"ydiZ"	1.5683974999999997	"gspC"	4.641845249999999
"csiD"	8.28736	"tyrR"	2.436276247505994	"yjgN"	1.5688949999999986	"gltB"	4.64306975
"glcB"	8.29024	"ygeN"	2.4365229186328907	"fliL"	1.5689650000000013	"yniA"	4.643439999999999
"ydeE"	8.29462	"fimG"	2.4368206781136994	"galT"	1.5695475000000005	"gabT"	4.646244999999998
"yrhB"	8.29525	"cyoB"	2.437796622245708	"ytfT"	1.569942499999998	"b1354"	4.6483035
"symE"	8.29836	"ydiL"	2.4380610512911765	"glrK"	1.5712499999999991	"rplW"	4.64949
"prpD"	8.29881	"tdcR"	2.4384633373893254	"flgG"	1.5712599999999988	"yagI"	4.652939999999999
"hybD"	8.29881	"rutB"	2.4384847306849964	"intF"	1.572007499999999	"tbpA"	4.654899999999999
"ulaA"	8.30329	"upp"	2.440319791442139	"ydfO"	1.5723899999999995	"rutB"	4.6583000000000006
"nuoG"	8.30543	"ybbV"	2.4416603814997027	"acrE"	1.5730049999999993	"rnlA"	4.6584025
"fecI"	8.31004	"aslB"	2.4420047468065658	"sufB"	1.5747649999999993	"aldB"	4.659796
"rfbC"	8.31026	"rpmD"	2.4427520217530834	"hypE"	1.5755099999999995	"casC"	4.661205000000001
"ybcM"	8.315159999999999	"yahN"	2.4441989955043306	"yjfZ"	1.5779700000000005	"csgA"	4.666573499999999
"cysG"	8.32629	"thiC"	2.4449669246257324	"cspH"	1.5785099999999987	"rpmD"	4.669222000000001
"fusA"	8.328779999999998	"thiP"	2.445216626939626	"ybcW"	1.5785825000000013	"intF"	4.6708029999999985
"pagB"	8.332080000000001	"flgH"	2.4453216165282217	"sucB"	1.579175000000001	"thiP"	4.67196825
"malM"	8.33761	"ydeN"	2.453147340668593	"motA"	1.5818449999999986	"ecpR"	4.673282
"yhjX"	8.34317	"msyB"	2.4540117682175726	"ydcH"	1.5826399999999996	"trpB"	4.6760392500000005
"fiu"	8.344190000000001	"sodA"	2.454856689060049	"yihO"	1.582725	"pflB"	4.683022249999999
"insJ"	8.34806	"glnH"	2.4552740870448737	"ykgC"	1.5844825000000018	"pinE"	4.6845325
"entE"	8.34939	"rpsP"	2.456316397269408	"fbaB"	1.5847824999999993	"fadE"	4.685643749999999
"tfaS"	8.35021	"rcsD"	2.457365813686405	"rnpA"	1.5858000000000008	"glnQ"	4.687592249999997
"yeeR"	8.350859999999999	"pbl"	2.4616732435241286	"yjaA"	1.5871699999999995	"rpsP"	4.688833000000001
"tdcA"	8.351049999999999	"glyA"	2.4622772410116527	"tatE"	1.5876400000000004	"glpB"	4.689460749999997
"gabD"	8.35125	"flgL"	2.4633322704922933	"yfdQ"	1.5888774999999997	"betI"	4.69385825
"rpmG"	8.35213	"hupB"	2.464611424945466	"bioF"	1.5892075000000006	"ycgB"	4.694640999999998
"ompA"	8.35213	"hlpA"	2.464945197676173	"wcaM"	1.5915300000000006	"lldR"	4.694803499999999
"nfi"	8.353169999999999	"hchA"	2.4656229455137013	"nrdB"	1.592062499999999	"gnd"	4.696924
"tfaD"	8.353679999999999	"xthA"	2.4660653276299294	"dld"	1.592105	"ycdU"	4.698059999999999
"cbeA"	8.35472	"uspA"	2.4683645228344377	"rpmC"	1.5921749999999992	"rpsO"	4.698684749999998
